date,state,State Date,fips,cases,deaths,population,CaseCapita,DeathCapita,Pact
2020-03-15,Connecticut,Connecticut43905,9,26,0,3563080,7.29706E-06,0,Northeast
2020-03-15,Delaware,Delaware43905,10,7,0,982895,7.12182E-06,0,Northeast
2020-03-15,District of Columbia,District of Columbia43905,11,17,0,720687,2.35886E-05,0,N/A
2020-03-15,Florida,Florida43905,12,109,3,21993000,4.95612E-06,1.36407E-07,N/A
2020-03-15,Georgia,Georgia43905,13,97,1,10736100,9.03494E-06,9.31437E-08,N/A
2020-03-15,Guam,Guam43905,66,3,0,N/A,N/A,N/A,N/A
2020-03-15,Hawaii,Hawaii43905,15,7,0,1412690,4.95509E-06,0,N/A
2020-03-15,Idaho,Idaho43905,16,5,0,1826160,2.73799E-06,0,N/A
2020-03-15,Illinois,Illinois43905,17,94,0,12659700,7.42514E-06,0,Midwest
2020-03-15,Indiana,Indiana43905,18,19,0,6745350,2.81676E-06,0,Midwest
2020-03-15,Iowa,Iowa43905,19,22,0,3179850,6.91857E-06,0,N/A
2020-03-15,Kansas,Kansas43905,20,9,1,2910360,3.0924E-06,3.436E-07,N/A
2020-03-15,Kentucky,Kentucky43905,21,21,0,4499690,4.66699E-06,0,Midwest
2020-03-15,Louisiana,Louisiana43905,22,103,2,4645180,2.21735E-05,4.30554E-07,N/A
2020-03-15,Maine,Maine43905,23,12,0,1345790,8.9167E-06,0,N/A
2020-03-15,Maryland,Maryland43905,24,32,0,6083120,5.26046E-06,0,N/A
2020-03-15,Massachusetts,Massachusetts43905,25,164,0,6976600,2.35072E-05,0,Northeast
2020-03-15,Michigan,Michigan43905,26,53,0,10045000,5.27626E-06,0,Midwest
2020-03-15,Minnesota,Minnesota43905,27,35,0,5700670,6.13963E-06,0,Midwest
2020-03-15,Mississippi,Mississippi43905,28,10,0,2989260,3.34531E-06,0,N/A
2020-03-15,Missouri,Missouri43905,29,5,0,6169270,8.10469E-07,0,N/A
2020-03-15,Montana,Montana43905,30,6,0,1086760,5.521E-06,0,N/A
2020-03-15,Nebraska,Nebraska43905,31,31,0,1952570,1.58765E-05,0,N/A
2020-03-15,Nevada,Nevada43905,32,26,0,3139660,8.28115E-06,0,Western
2020-03-15,New Hampshire,New Hampshire43905,33,13,0,1371250,9.4804E-06,0,N/A
2020-03-15,New Jersey,New Jersey43905,34,98,2,8936570,1.09662E-05,2.238E-07,Northeast
2020-03-15,New Mexico,New Mexico43905,35,17,0,2096640,8.10821E-06,0,N/A
2020-03-15,New York,New York43905,36,732,6,19440500,3.76534E-05,3.08634E-07,Northeast
2020-03-15,North Carolina,North Carolina43905,37,32,0,10611900,3.01548E-06,0,N/A
2020-03-15,North Dakota,North Dakota43905,38,1,0,761723,1.31281E-06,0,N/A
2020-03-15,Ohio,Ohio43905,39,37,0,11747700,3.14955E-06,0,Midwest
2020-03-15,Oklahoma,Oklahoma43905,40,8,0,3954820,2.02285E-06,0,N/A
2020-03-15,Oregon,Oregon43905,41,39,1,4301090,9.06747E-06,2.32499E-07,Western
2020-03-15,Pennsylvania,Pennsylvania43905,42,68,0,12820900,5.30384E-06,0,Northeast
2020-03-15,Puerto Rico,Puerto Rico43905,72,5,0,3032160,1.64899E-06,0,N/A
2020-03-15,Rhode Island,Rhode Island43905,44,20,0,1056160,1.89365E-05,0,Northeast
2020-03-15,South Carolina,South Carolina43905,45,28,0,5210100,5.37418E-06,0,N/A
2020-03-15,South Dakota,South Dakota43905,46,9,1,903027,9.96648E-06,1.10739E-06,N/A
2020-03-15,Tennessee,Tennessee43905,47,39,0,6897580,5.65416E-06,0,N/A
2020-03-15,Texas,Texas43905,48,80,0,29472300,2.71441E-06,0,N/A
2020-03-15,Utah,Utah43905,49,29,0,3282120,8.83575E-06,0,N/A
2020-03-15,Vermont,Vermont43905,50,8,0,628061,1.27376E-05,0,N/A
2020-03-15,Virgin Islands,Virgin Islands43905,78,1,0,N/A,N/A,N/A,N/A
2020-03-15,Virginia,Virginia43905,51,45,1,8626210,5.21666E-06,1.15926E-07,N/A
2020-03-15,Washington,Washington43905,53,675,42,7797100,8.65706E-05,5.38662E-06,Western
2020-03-15,Wisconsin,Wisconsin43905,55,33,0,5851750,5.63934E-06,0,Midwest
2020-03-15,Wyoming,Wyoming43905,56,3,0,567025,5.29077E-06,0,N/A
2020-03-16,Alabama,Alabama43906,1,29,0,4908620,5.90797E-06,0,N/A
2020-03-16,Alaska,Alaska43906,2,3,0,734002,4.08718E-06,0,N/A
2020-03-16,Arizona,Arizona43906,4,18,0,7378490,2.43952E-06,0,N/A
2020-03-16,Arkansas,Arkansas43906,5,22,0,3039000,7.23922E-06,0,N/A
2020-03-16,California,California43906,6,588,11,39937500,1.4723E-05,2.7543E-07,Western
2020-03-16,Colorado,Colorado43906,8,161,2,5845530,2.75424E-05,3.42142E-07,Western
2020-03-16,Connecticut,Connecticut43906,9,41,0,3563080,1.15069E-05,0,Northeast
2020-03-16,Delaware,Delaware43906,10,8,0,982895,8.13922E-06,0,Northeast
2020-03-16,District of Columbia,District of Columbia43906,11,22,0,720687,3.05264E-05,0,N/A
2020-03-16,Florida,Florida43906,12,141,4,21993000,6.41113E-06,1.81876E-07,N/A
2020-03-16,Georgia,Georgia43906,13,118,1,10736100,1.0991E-05,9.31437E-08,N/A
2020-03-16,Guam,Guam43906,66,3,0,N/A,N/A,N/A,N/A
2020-03-16,Hawaii,Hawaii43906,15,10,0,1412690,7.07869E-06,0,N/A
2020-03-16,Idaho,Idaho43906,16,5,0,1826160,2.73799E-06,0,N/A
2020-03-16,Illinois,Illinois43906,17,104,0,12659700,8.21504E-06,0,Midwest
2020-03-16,Indiana,Indiana43906,18,24,1,6745350,3.55801E-06,1.4825E-07,Midwest
2020-03-16,Iowa,Iowa43906,19,22,0,3179850,6.91857E-06,0,N/A
2020-03-16,Kansas,Kansas43906,20,11,1,2910360,3.7796E-06,3.436E-07,N/A
2020-03-16,Kentucky,Kentucky43906,21,22,1,4499690,4.88923E-06,2.22238E-07,Midwest
2020-03-16,Louisiana,Louisiana43906,22,137,3,4645180,2.94929E-05,6.45831E-07,N/A
2020-03-16,Maine,Maine43906,23,17,0,1345790,1.2632E-05,0,N/A
2020-03-16,Maryland,Maryland43906,24,39,0,6083120,6.41118E-06,0,N/A
2020-03-16,Massachusetts,Massachusetts43906,25,197,0,6976600,2.82373E-05,0,Northeast
2020-03-16,Michigan,Michigan43906,26,54,0,10045000,5.37581E-06,0,Midwest
2020-03-16,Minnesota,Minnesota43906,27,54,0,5700670,9.47257E-06,0,Midwest
2020-03-16,Mississippi,Mississippi43906,28,12,0,2989260,4.01437E-06,0,N/A
2020-03-16,Missouri,Missouri43906,29,9,0,6169270,1.45884E-06,0,N/A
2020-03-16,Montana,Montana43906,30,8,0,1086760,7.36133E-06,0,N/A
2020-03-16,Nebraska,Nebraska43906,31,33,0,1952570,1.69008E-05,0,N/A
2020-03-16,Nevada,Nevada43906,32,45,1,3139660,1.43328E-05,3.18506E-07,Western
2020-03-16,New Hampshire,New Hampshire43906,33,17,0,1371250,1.23974E-05,0,N/A
2020-03-16,New Jersey,New Jersey43906,34,176,3,8936570,1.96944E-05,3.35699E-07,Northeast
2020-03-16,New Mexico,New Mexico43906,35,21,0,2096640,1.0016E-05,0,N/A
2020-03-16,New York,New York43906,36,950,10,19440500,4.88671E-05,5.1439E-07,Northeast
2020-03-16,North Carolina,North Carolina43906,37,34,0,10611900,3.20395E-06,0,N/A
2020-03-16,North Dakota,North Dakota43906,38,1,0,761723,1.31281E-06,0,N/A
2020-03-16,Ohio,Ohio43906,39,50,0,11747700,4.25615E-06,0,Midwest
2020-03-16,Oklahoma,Oklahoma43906,40,10,0,3954820,2.52856E-06,0,N/A
2020-03-16,Oregon,Oregon43906,41,46,1,4301090,1.0695E-05,2.32499E-07,Western
2020-03-16,Pennsylvania,Pennsylvania43906,42,81,0,12820900,6.31781E-06,0,Northeast
2020-03-16,Puerto Rico,Puerto Rico43906,72,5,0,3032160,1.64899E-06,0,N/A
2020-03-16,Rhode Island,Rhode Island43906,44,21,0,1056160,1.98834E-05,0,Northeast
2020-03-16,South Carolina,South Carolina43906,45,33,1,5210100,6.33385E-06,1.91935E-07,N/A
2020-03-16,South Dakota,South Dakota43906,46,10,1,903027,1.10739E-05,1.10739E-06,N/A
2020-03-16,Tennessee,Tennessee43906,47,52,0,6897580,7.53888E-06,0,N/A
2020-03-16,Texas,Texas43906,48,87,1,29472300,2.95192E-06,3.39302E-08,N/A
2020-03-16,Utah,Utah43906,49,40,0,3282120,1.21872E-05,0,N/A
2020-03-16,Vermont,Vermont43906,50,12,0,628061,1.91064E-05,0,N/A
2020-03-16,Virgin Islands,Virgin Islands43906,78,2,0,N/A,N/A,N/A,N/A
2020-03-16,Virginia,Virginia43906,51,51,1,8626210,5.91221E-06,1.15926E-07,N/A
2020-03-16,Washington,Washington43906,53,794,48,7797100,0.000101833,6.15613E-06,Western
2020-03-16,Wisconsin,Wisconsin43906,55,47,0,5851750,8.03179E-06,0,Midwest
2020-03-16,Wyoming,Wyoming43906,56,10,0,567025,1.76359E-05,0,N/A
2020-03-17,Alabama,Alabama43907,1,39,0,4908620,7.94521E-06,0,N/A
2020-03-17,Alaska,Alaska43907,2,6,0,734002,8.17436E-06,0,N/A
2020-03-17,Arizona,Arizona43907,4,20,0,7378490,2.71058E-06,0,N/A
2020-03-17,Arkansas,Arkansas43907,5,22,0,3039000,7.23922E-06,0,N/A
2020-03-17,California,California43907,6,732,14,39937500,1.83286E-05,3.50548E-07,Western
2020-03-17,Colorado,Colorado43907,8,183,3,5845530,3.1306E-05,5.13213E-07,Western
2020-03-17,Connecticut,Connecticut43907,9,68,0,3563080,1.90846E-05,0,Northeast
2020-03-17,Delaware,Delaware43907,10,16,0,982895,1.62784E-05,0,Northeast
2020-03-17,District of Columbia,District of Columbia43907,11,31,0,720687,4.30145E-05,0,N/A
2020-03-17,Florida,Florida43907,12,210,6,21993000,9.54849E-06,2.72814E-07,N/A
2020-03-17,Georgia,Georgia43907,13,142,1,10736100,1.32264E-05,9.31437E-08,N/A
2020-03-17,Guam,Guam43907,66,3,0,N/A,N/A,N/A,N/A
2020-03-17,Hawaii,Hawaii43907,15,14,0,1412690,9.91017E-06,0,N/A
2020-03-17,Idaho,Idaho43907,16,9,0,1826160,4.92837E-06,0,N/A
2020-03-17,Illinois,Illinois43907,17,159,1,12659700,1.25595E-05,7.89908E-08,Midwest
2020-03-17,Indiana,Indiana43907,18,30,2,6745350,4.44751E-06,2.96501E-07,Midwest
2020-03-17,Iowa,Iowa43907,19,29,0,3179850,9.11993E-06,0,N/A
2020-03-17,Kansas,Kansas43907,20,17,1,2910360,5.8412E-06,3.436E-07,N/A
2020-03-17,Kentucky,Kentucky43907,21,26,1,4499690,5.77818E-06,2.22238E-07,Midwest
2020-03-17,Louisiana,Louisiana43907,22,196,5,4645180,4.21943E-05,1.07638E-06,N/A
2020-03-17,Maine,Maine43907,23,32,0,1345790,2.37779E-05,0,N/A
2020-03-17,Maryland,Maryland43907,24,57,0,6083120,9.37019E-06,0,N/A
2020-03-17,Massachusetts,Massachusetts43907,25,218,0,6976600,3.12473E-05,0,Northeast
2020-03-17,Michigan,Michigan43907,26,65,0,10045000,6.47088E-06,0,Midwest
2020-03-17,Minnesota,Minnesota43907,27,60,0,5700670,1.05251E-05,0,Midwest
2020-03-17,Mississippi,Mississippi43907,28,21,0,2989260,7.02515E-06,0,N/A
2020-03-17,Missouri,Missouri43907,29,16,0,6169270,2.5935E-06,0,N/A
2020-03-17,Montana,Montana43907,30,8,0,1086760,7.36133E-06,0,N/A
2020-03-17,Nebraska,Nebraska43907,31,36,0,1952570,1.84372E-05,0,N/A
2020-03-17,Nevada,Nevada43907,32,55,1,3139660,1.75178E-05,3.18506E-07,Western
2020-03-17,New Hampshire,New Hampshire43907,33,26,0,1371250,1.89608E-05,0,N/A
2020-03-17,New Jersey,New Jersey43907,34,268,3,8936570,2.99891E-05,3.35699E-07,Northeast
2020-03-17,New Mexico,New Mexico43907,35,23,0,2096640,1.09699E-05,0,N/A
2020-03-17,New York,New York43907,36,1375,18,19440500,7.07286E-05,9.25902E-07,Northeast
2020-03-17,North Carolina,North Carolina43907,37,42,0,10611900,3.95782E-06,0,N/A
2020-03-17,North Dakota,North Dakota43907,38,5,0,761723,6.56407E-06,0,N/A
2020-03-17,Ohio,Ohio43907,39,67,0,11747700,5.70324E-06,0,Midwest
2020-03-17,Oklahoma,Oklahoma43907,40,18,0,3954820,4.55141E-06,0,N/A
2020-03-17,Oregon,Oregon43907,41,66,2,4301090,1.53449E-05,4.64998E-07,Western
2020-03-17,Pennsylvania,Pennsylvania43907,42,101,0,12820900,7.87776E-06,0,Northeast
2020-03-17,Puerto Rico,Puerto Rico43907,72,5,0,3032160,1.64899E-06,0,N/A
2020-03-17,Rhode Island,Rhode Island43907,44,23,0,1056160,2.1777E-05,0,Northeast
2020-03-17,South Carolina,South Carolina43907,45,47,1,5210100,9.02094E-06,1.91935E-07,N/A
2020-03-17,South Dakota,South Dakota43907,46,11,1,903027,1.21813E-05,1.10739E-06,N/A
2020-03-17,Tennessee,Tennessee43907,47,73,0,6897580,1.05834E-05,0,N/A
2020-03-17,Texas,Texas43907,48,106,1,29472300,3.5966E-06,3.39302E-08,N/A
2020-03-17,Utah,Utah43907,49,51,0,3282120,1.55387E-05,0,N/A
2020-03-17,Vermont,Vermont43907,50,14,0,628061,2.22908E-05,0,N/A
2020-03-17,Virgin Islands,Virgin Islands43907,78,2,0,N/A,N/A,N/A,N/A
2020-03-17,Virginia,Virginia43907,51,67,2,8626210,7.76703E-06,2.31852E-07,N/A
2020-03-17,Washington,Washington43907,53,908,54,7797100,0.000116454,6.92565E-06,Western
2020-03-17,West Virginia,West Virginia43907,54,1,0,1778070,5.62408E-07,0,N/A
2020-03-17,Wisconsin,Wisconsin43907,55,72,0,5851750,1.2304E-05,0,Midwest
2020-03-17,Wyoming,Wyoming43907,56,15,0,567025,2.64539E-05,0,N/A
2020-03-18,Alabama,Alabama43908,1,51,0,4908620,1.03899E-05,0,N/A
2020-03-18,Alaska,Alaska43908,2,9,0,734002,1.22615E-05,0,N/A
2020-03-18,Arizona,Arizona43908,4,28,0,7378490,3.79481E-06,0,N/A
2020-03-18,Arkansas,Arkansas43908,5,33,0,3039000,1.08588E-05,0,N/A
2020-03-18,California,California43908,6,893,17,39937500,2.23599E-05,4.25665E-07,Western
2020-03-18,Colorado,Colorado43908,8,216,3,5845530,3.69513E-05,5.13213E-07,Western
2020-03-18,Connecticut,Connecticut43908,9,96,1,3563080,2.6943E-05,2.80656E-07,Northeast
2020-03-18,Delaware,Delaware43908,10,26,0,982895,2.64525E-05,0,Northeast
2020-03-18,District of Columbia,District of Columbia43908,11,36,0,720687,4.99523E-05,0,N/A
2020-03-18,Florida,Florida43908,12,326,7,21993000,1.48229E-05,3.18283E-07,N/A
2020-03-18,Georgia,Georgia43908,13,193,3,10736100,1.79767E-05,2.79431E-07,N/A
2020-03-18,Guam,Guam43908,66,8,0,N/A,N/A,N/A,N/A
2020-03-18,Hawaii,Hawaii43908,15,16,0,1412690,1.13259E-05,0,N/A
2020-03-18,Idaho,Idaho43908,16,11,0,1826160,6.02357E-06,0,N/A
2020-03-18,Illinois,Illinois43908,17,286,1,12659700,2.25914E-05,7.89908E-08,Midwest
2020-03-18,Indiana,Indiana43908,18,39,2,6745350,5.78176E-06,2.96501E-07,Midwest
2020-03-18,Iowa,Iowa43908,19,38,0,3179850,1.19502E-05,0,N/A
2020-03-18,Kansas,Kansas43908,20,22,1,2910360,7.5592E-06,3.436E-07,N/A
2020-03-18,Kentucky,Kentucky43908,21,35,1,4499690,7.77831E-06,2.22238E-07,Midwest
2020-03-18,Louisiana,Louisiana43908,22,280,7,4645180,6.02775E-05,1.50694E-06,N/A
2020-03-18,Maine,Maine43908,23,43,0,1345790,3.19515E-05,0,N/A
2020-03-18,Maryland,Maryland43908,24,85,1,6083120,1.39731E-05,1.64389E-07,N/A
2020-03-18,Massachusetts,Massachusetts43908,25,256,0,6976600,3.66941E-05,0,Northeast
2020-03-18,Michigan,Michigan43908,26,80,1,10045000,7.96416E-06,9.9552E-08,Midwest
2020-03-18,Minnesota,Minnesota43908,27,77,0,5700670,1.35072E-05,0,Midwest
2020-03-18,Mississippi,Mississippi43908,28,34,0,2989260,1.13741E-05,0,N/A
2020-03-18,Missouri,Missouri43908,29,21,1,6169270,3.40397E-06,1.62094E-07,N/A
2020-03-18,Montana,Montana43908,30,12,0,1086760,1.1042E-05,0,N/A
2020-03-18,Nebraska,Nebraska43908,31,43,0,1952570,2.20223E-05,0,N/A
2020-03-18,Nevada,Nevada43908,32,82,1,3139660,2.61175E-05,3.18506E-07,Western
2020-03-18,New Hampshire,New Hampshire43908,33,39,0,1371250,2.84412E-05,0,N/A
2020-03-18,New Jersey,New Jersey43908,34,427,5,8936570,4.77812E-05,5.59499E-07,Northeast
2020-03-18,New Mexico,New Mexico43908,35,28,0,2096640,1.33547E-05,0,N/A
2020-03-18,New York,New York43908,36,2387,32,19440500,0.000122785,1.64605E-06,Northeast
2020-03-18,North Carolina,North Carolina43908,37,66,0,10611900,6.21943E-06,0,N/A
2020-03-18,North Dakota,North Dakota43908,38,7,0,761723,9.18969E-06,0,N/A
2020-03-18,Ohio,Ohio43908,39,90,0,11747700,7.66107E-06,0,Midwest
2020-03-18,Oklahoma,Oklahoma43908,40,29,0,3954820,7.33282E-06,0,N/A
2020-03-18,Oregon,Oregon43908,41,74,3,4301090,1.72049E-05,6.97498E-07,Western
2020-03-18,Pennsylvania,Pennsylvania43908,42,139,1,12820900,1.08417E-05,7.79976E-08,Northeast
2020-03-18,Puerto Rico,Puerto Rico43908,72,5,0,3032160,1.64899E-06,0,N/A
2020-03-18,Rhode Island,Rhode Island43908,44,33,0,1056160,3.12453E-05,0,Northeast
2020-03-18,South Carolina,South Carolina43908,45,60,1,5210100,1.15161E-05,1.91935E-07,N/A
2020-03-18,South Dakota,South Dakota43908,46,11,1,903027,1.21813E-05,1.10739E-06,N/A
2020-03-18,Tennessee,Tennessee43908,47,98,0,6897580,1.42079E-05,0,N/A
2020-03-18,Texas,Texas43908,48,166,2,29472300,5.63241E-06,6.78603E-08,N/A
2020-03-18,Utah,Utah43908,49,65,0,3282120,1.98043E-05,0,N/A
2020-03-18,Vermont,Vermont43908,50,19,0,628061,3.02518E-05,0,N/A
2020-03-18,Virgin Islands,Virgin Islands43908,78,3,0,N/A,N/A,N/A,N/A
2020-03-18,Virginia,Virginia43908,51,78,2,8626210,9.04221E-06,2.31852E-07,N/A
2020-03-18,Washington,Washington43908,53,1026,68,7797100,0.000131587,8.72119E-06,Western
2020-03-18,West Virginia,West Virginia43908,54,2,0,1778070,1.12482E-06,0,N/A
2020-03-18,Wisconsin,Wisconsin43908,55,106,0,5851750,1.81142E-05,0,Midwest
2020-03-18,Wyoming,Wyoming43908,56,17,0,567025,2.9981E-05,0,N/A
2020-03-19,Alabama,Alabama43909,1,78,0,4908620,1.58904E-05,0,N/A
2020-03-19,Alaska,Alaska43909,2,12,0,734002,1.63487E-05,0,N/A
2020-03-19,Arizona,Arizona43909,4,47,0,7378490,6.36987E-06,0,N/A
2020-03-19,Arkansas,Arkansas43909,5,62,0,3039000,2.04014E-05,0,N/A
2020-03-19,California,California43909,6,1067,19,39937500,2.67167E-05,4.75743E-07,Western
2020-03-19,Colorado,Colorado43909,8,278,5,5845530,4.75577E-05,8.55354E-07,Western
2020-03-19,Connecticut,Connecticut43909,9,159,4,3563080,4.46243E-05,1.12262E-06,Northeast
2020-03-19,Delaware,Delaware43909,10,30,0,982895,3.05221E-05,0,Northeast
2020-03-19,District of Columbia,District of Columbia43909,11,39,0,720687,5.4115E-05,0,N/A
2020-03-19,Florida,Florida43909,12,434,8,21993000,1.97336E-05,3.63752E-07,N/A
2020-03-19,Georgia,Georgia43909,13,282,10,10736100,2.62665E-05,9.31437E-07,N/A
2020-03-19,Guam,Guam43909,66,12,0,N/A,N/A,N/A,N/A
2020-03-19,Hawaii,Hawaii43909,15,26,0,1412690,1.84046E-05,0,N/A
2020-03-19,Idaho,Idaho43909,16,23,0,1826160,1.25947E-05,0,N/A
2020-03-19,Illinois,Illinois43909,17,420,4,12659700,3.31761E-05,3.15963E-07,Midwest
2020-03-19,Indiana,Indiana43909,18,56,2,6745350,8.30202E-06,2.96501E-07,Midwest
2020-03-19,Iowa,Iowa43909,19,44,0,3179850,1.38371E-05,0,N/A
2020-03-19,Kansas,Kansas43909,20,35,1,2910360,1.2026E-05,3.436E-07,N/A
2020-03-19,Kentucky,Kentucky43909,21,47,2,4499690,1.04452E-05,4.44475E-07,Midwest
2020-03-19,Louisiana,Louisiana43909,22,392,10,4645180,8.43885E-05,2.15277E-06,N/A
2020-03-19,Maine,Maine43909,23,52,0,1345790,3.8639E-05,0,N/A
2020-03-19,Maryland,Maryland43909,24,108,1,6083120,1.7754E-05,1.64389E-07,N/A
2020-03-19,Massachusetts,Massachusetts43909,25,328,0,6976600,4.70143E-05,0,Northeast
2020-03-19,Michigan,Michigan43909,26,334,3,10045000,3.32504E-05,2.98656E-07,Midwest
2020-03-19,Minnesota,Minnesota43909,27,89,0,5700670,1.56122E-05,0,Midwest
2020-03-19,Mississippi,Mississippi43909,28,50,1,2989260,1.67265E-05,3.34531E-07,N/A
2020-03-19,Missouri,Missouri43909,29,35,1,6169270,5.67328E-06,1.62094E-07,N/A
2020-03-19,Montana,Montana43909,30,19,0,1086760,1.74832E-05,0,N/A
2020-03-19,Nebraska,Nebraska43909,31,47,0,1952570,2.40708E-05,0,N/A
2020-03-19,Nevada,Nevada43909,32,99,1,3139660,3.15321E-05,3.18506E-07,Western
2020-03-19,New Hampshire,New Hampshire43909,33,44,0,1371250,3.20875E-05,0,N/A
2020-03-19,New Jersey,New Jersey43909,34,735,9,8936570,8.22463E-05,1.0071E-06,Northeast
2020-03-19,New Mexico,New Mexico43909,35,35,0,2096640,1.66934E-05,0,N/A
2020-03-19,New York,New York43909,36,4161,39,19440500,0.000214038,2.00612E-06,Northeast
2020-03-19,North Carolina,North Carolina43909,37,104,0,10611900,9.80032E-06,0,N/A
2020-03-19,North Dakota,North Dakota43909,38,19,0,761723,2.49435E-05,0,N/A
2020-03-19,Ohio,Ohio43909,39,120,0,11747700,1.02148E-05,0,Midwest
2020-03-19,Oklahoma,Oklahoma43909,40,44,1,3954820,1.11257E-05,2.52856E-07,N/A
2020-03-19,Oregon,Oregon43909,41,87,3,4301090,2.02274E-05,6.97498E-07,Western
2020-03-19,Pennsylvania,Pennsylvania43909,42,187,1,12820900,1.45856E-05,7.79976E-08,Northeast
2020-03-19,Puerto Rico,Puerto Rico43909,72,6,0,3032160,1.97879E-06,0,N/A
2020-03-19,Rhode Island,Rhode Island43909,44,44,0,1056160,4.16604E-05,0,Northeast
2020-03-19,South Carolina,South Carolina43909,45,81,1,5210100,1.55467E-05,1.91935E-07,N/A
2020-03-19,South Dakota,South Dakota43909,46,14,1,903027,1.55034E-05,1.10739E-06,N/A
2020-03-19,Tennessee,Tennessee43909,47,155,0,6897580,2.24716E-05,0,N/A
2020-03-19,Texas,Texas43909,48,248,4,29472300,8.41468E-06,1.35721E-07,N/A
2020-03-19,Utah,Utah43909,49,80,0,3282120,2.43745E-05,0,N/A
2020-03-19,Vermont,Vermont43909,50,22,2,628061,3.50284E-05,3.1844E-06,N/A
2020-03-19,Virgin Islands,Virgin Islands43909,78,3,0,N/A,N/A,N/A,N/A
2020-03-19,Virginia,Virginia43909,51,94,2,8626210,1.0897E-05,2.31852E-07,N/A
2020-03-19,Washington,Washington43909,53,1228,75,7797100,0.000157494,9.61896E-06,Western
2020-03-19,West Virginia,West Virginia43909,54,5,0,1778070,2.81204E-06,0,N/A
2020-03-19,Wisconsin,Wisconsin43909,55,155,2,5851750,2.64878E-05,3.41778E-07,Midwest
2020-03-19,Wyoming,Wyoming43909,56,18,0,567025,3.17446E-05,0,N/A
2020-03-20,Alabama,Alabama43910,1,106,0,4908620,2.15947E-05,0,N/A
2020-03-20,Alaska,Alaska43910,2,14,0,734002,1.90735E-05,0,N/A
2020-03-20,Arizona,Arizona43910,4,70,1,7378490,9.48704E-06,1.35529E-07,N/A
2020-03-20,Arkansas,Arkansas43910,5,100,0,3039000,3.29056E-05,0,N/A
2020-03-20,California,California43910,6,1283,24,39937500,3.21252E-05,6.00939E-07,Western
2020-03-20,Colorado,Colorado43910,8,364,5,5845530,6.22698E-05,8.55354E-07,Western
2020-03-20,Connecticut,Connecticut43910,9,194,4,3563080,5.44473E-05,1.12262E-06,Northeast
2020-03-20,Delaware,Delaware43910,10,39,0,982895,3.96787E-05,0,Northeast
2020-03-20,District of Columbia,District of Columbia43910,11,71,0,720687,9.85171E-05,0,N/A
2020-03-20,Florida,Florida43910,12,564,9,21993000,2.56445E-05,4.09221E-07,N/A
2020-03-20,Georgia,Georgia43910,13,482,14,10736100,4.48953E-05,1.30401E-06,N/A
2020-03-20,Guam,Guam43910,66,14,0,N/A,N/A,N/A,N/A
2020-03-20,Hawaii,Hawaii43910,15,37,0,1412690,2.61912E-05,0,N/A
2020-03-20,Idaho,Idaho43910,16,31,0,1826160,1.69755E-05,0,N/A
2020-03-20,Illinois,Illinois43910,17,583,5,12659700,4.60516E-05,3.94954E-07,Midwest
2020-03-20,Indiana,Indiana43910,18,81,5,6745350,1.20083E-05,7.41251E-07,Midwest
2020-03-20,Iowa,Iowa43910,19,45,0,3179850,1.41516E-05,0,N/A
2020-03-20,Kansas,Kansas43910,20,49,1,2910360,1.68364E-05,3.436E-07,N/A
2020-03-20,Kentucky,Kentucky43910,21,63,2,4499690,1.4001E-05,4.44475E-07,Midwest
2020-03-20,Louisiana,Louisiana43910,22,537,10,4645180,0.000115604,2.15277E-06,N/A
2020-03-20,Maine,Maine43910,23,57,0,1345790,4.23543E-05,0,N/A
2020-03-20,Maryland,Maryland43910,24,150,2,6083120,2.46584E-05,3.28779E-07,N/A
2020-03-20,Massachusetts,Massachusetts43910,25,413,1,6976600,5.91979E-05,1.43336E-07,Northeast
2020-03-20,Michigan,Michigan43910,26,548,4,10045000,5.45545E-05,3.98208E-07,Midwest
2020-03-20,Minnesota,Minnesota43910,27,115,0,5700670,2.01731E-05,0,Midwest
2020-03-20,Mississippi,Mississippi43910,28,80,1,2989260,2.67625E-05,3.34531E-07,N/A
2020-03-20,Missouri,Missouri43910,29,73,3,6169270,1.18328E-05,4.86281E-07,N/A
2020-03-20,Montana,Montana43910,30,19,0,1086760,1.74832E-05,0,N/A
2020-03-20,Nebraska,Nebraska43910,31,53,0,1952570,2.71437E-05,0,N/A
2020-03-20,Nevada,Nevada43910,32,165,2,3139660,5.25535E-05,6.37012E-07,Western
2020-03-20,New Hampshire,New Hampshire43910,33,55,0,1371250,4.01094E-05,0,N/A
2020-03-20,New Jersey,New Jersey43910,34,896,11,8936570,0.000100262,1.2309E-06,Northeast
2020-03-20,New Mexico,New Mexico43910,35,43,0,2096640,2.0509E-05,0,N/A
2020-03-20,New York,New York43910,36,7113,68,19440500,0.000365886,3.49785E-06,Northeast
2020-03-20,North Carolina,North Carolina43910,37,144,0,10611900,1.35697E-05,0,N/A
2020-03-20,North Dakota,North Dakota43910,38,27,0,761723,3.5446E-05,0,N/A
2020-03-20,Ohio,Ohio43910,39,169,1,11747700,1.43858E-05,8.5123E-08,Midwest
2020-03-20,Oklahoma,Oklahoma43910,40,49,1,3954820,1.23899E-05,2.52856E-07,N/A
2020-03-20,Oregon,Oregon43910,41,114,3,4301090,2.65049E-05,6.97498E-07,Western
2020-03-20,Pennsylvania,Pennsylvania43910,42,269,1,12820900,2.09814E-05,7.79976E-08,Northeast
