date,state,State Date,fips,cases,deaths,population,CaseCapita,Pact,Color
2020-05-18,Massachusetts,Massachusetts43969,25,87052,5862,6976600,0.012477711,Northeast,Democrat
2020-05-19,Massachusetts,Massachusetts43970,25,87925,5938,6976600,0.012602844,Northeast,Democrat
2020-05-20,Massachusetts,Massachusetts43971,25,88970,6066,6976600,0.01275263,Northeast,Democrat
2020-05-21,Massachusetts,Massachusetts43972,25,90084,6148,6976600,0.012912307,Northeast,Democrat
2020-05-22,Massachusetts,Massachusetts43973,25,90889,6228,6976600,0.013027693,Northeast,Democrat
2020-05-23,Massachusetts,Massachusetts43974,25,91662,6304,6976600,0.013138492,Northeast,Democrat
2020-05-24,Massachusetts,Massachusetts43975,25,92675,6372,6976600,0.013283691,Northeast,Democrat
2020-05-25,Massachusetts,Massachusetts43976,25,93271,6416,6976600,0.01336912,Northeast,Democrat
2020-05-26,Massachusetts,Massachusetts43977,25,93693,6473,6976600,0.013429608,Northeast,Democrat
2020-05-27,Massachusetts,Massachusetts43978,25,94220,6547,6976600,0.013505146,Northeast,Democrat
2020-05-28,Massachusetts,Massachusetts43979,25,94895,6640,6976600,0.013601898,Northeast,Democrat
2020-05-29,Massachusetts,Massachusetts43980,25,95512,6718,6976600,0.013690336,Northeast,Democrat
2020-05-30,Massachusetts,Massachusetts43981,25,96301,6768,6976600,0.013803429,Northeast,Democrat
2020-05-31,Massachusetts,Massachusetts43982,25,96965,6846,6976600,0.013898604,Northeast,Democrat
2020-06-01,Massachusetts,Massachusetts43983,25,100805,7035,6976600,0.014449015,Northeast,Democrat
2020-06-02,Massachusetts,Massachusetts43984,25,101163,7085,6976600,0.01450033,Northeast,Democrat
2020-06-03,Massachusetts,Massachusetts43985,25,101592,7152,6976600,0.014561821,Northeast,Democrat
2020-06-04,Massachusetts,Massachusetts43986,25,102063,7201,6976600,0.014629332,Northeast,Democrat
2020-06-05,Massachusetts,Massachusetts43987,25,102557,7235,6976600,0.01470014,Northeast,Democrat
2020-06-06,Massachusetts,Massachusetts43988,25,103132,7289,6976600,0.014782559,Northeast,Democrat
2020-06-07,Massachusetts,Massachusetts43989,25,103436,7316,6976600,0.014826133,Northeast,Democrat
2020-06-08,Massachusetts,Massachusetts43990,25,103626,7353,6976600,0.014853367,Northeast,Democrat
2020-06-09,Massachusetts,Massachusetts43991,25,103889,7408,6976600,0.014891064,Northeast,Democrat
2020-06-10,Massachusetts,Massachusetts43992,25,104156,7454,6976600,0.014929335,Northeast,Democrat
2020-06-11,Massachusetts,Massachusetts43993,25,104667,7492,6976600,0.01500258,Northeast,Democrat
2020-06-12,Massachusetts,Massachusetts43994,25,105059,7538,6976600,0.015058768,Northeast,Democrat
2020-06-13,Massachusetts,Massachusetts43995,25,105395,7576,6976600,0.015106929,Northeast,Democrat
2020-06-14,Massachusetts,Massachusetts43996,25,105603,7624,6976600,0.015136743,Northeast,Democrat
2020-06-15,Massachusetts,Massachusetts43997,25,105690,7646,6976600,0.015149213,Northeast,Democrat
2020-06-16,Massachusetts,Massachusetts43998,25,105885,7664,6976600,0.015177164,Northeast,Democrat
2020-06-17,Massachusetts,Massachusetts43999,25,106151,7733,6976600,0.015215291,Northeast,Democrat
2020-06-18,Massachusetts,Massachusetts44000,25,106422,7769,6976600,0.015254135,Northeast,Democrat
2020-06-19,Massachusetts,Massachusetts44001,25,106650,7799,6976600,0.015286816,Northeast,Democrat
2020-06-20,Massachusetts,Massachusetts44002,25,106936,7827,6976600,0.01532781,Northeast,Democrat
2020-06-21,Massachusetts,Massachusetts44003,25,107061,7857,6976600,0.015345727,Northeast,Democrat
2020-06-22,Massachusetts,Massachusetts44004,25,107210,7873,6976600,0.015367084,Northeast,Democrat
2020-06-23,Massachusetts,Massachusetts44005,25,107439,7889,6976600,0.015399908,Northeast,Democrat
2020-06-24,Massachusetts,Massachusetts44006,25,107611,7937,6976600,0.015424562,Northeast,Democrat
2020-06-25,Massachusetts,Massachusetts44007,25,107837,7962,6976600,0.015456956,Northeast,Democrat
2020-06-26,Massachusetts,Massachusetts44008,25,108070,8012,6976600,0.015490353,Northeast,Democrat
2020-06-27,Massachusetts,Massachusetts44009,25,108443,8040,6976600,0.015543818,Northeast,Democrat
2020-06-28,Massachusetts,Massachusetts44010,25,108667,8060,6976600,0.015575925,Northeast,Democrat
2020-06-29,Massachusetts,Massachusetts44011,25,108768,8095,6976600,0.015590402,Northeast,Democrat
2020-06-30,Massachusetts,Massachusetts44012,25,108882,8054,6976600,0.015606743,Northeast,Democrat
2020-07-01,Massachusetts,Massachusetts44013,25,109143,8081,6976600,0.015644153,Northeast,Democrat
2020-07-02,Massachusetts,Massachusetts44014,25,109338,8132,6976600,0.015672104,Northeast,Democrat
2020-07-03,Massachusetts,Massachusetts44015,25,109628,8149,6976600,0.015713671,Northeast,Democrat
2020-07-04,Massachusetts,Massachusetts44016,25,109838,8172,6976600,0.015743772,Northeast,Democrat
2020-07-05,Massachusetts,Massachusetts44017,25,109974,8183,6976600,0.015763266,Northeast,Democrat
2020-07-06,Massachusetts,Massachusetts44018,25,110137,8198,6976600,0.01578663,Northeast,Democrat
2020-07-07,Massachusetts,Massachusetts44019,25,110338,8213,6976600,0.01581544,Northeast,Democrat
2020-07-08,Massachusetts,Massachusetts44020,25,110602,8243,6976600,0.015853281,Northeast,Democrat
2020-07-09,Massachusetts,Massachusetts44021,25,110897,8268,6976600,0.015895565,Northeast,Democrat
2020-07-10,Massachusetts,Massachusetts44022,25,111110,8296,6976600,0.015926096,Northeast,Democrat
2020-07-11,Massachusetts,Massachusetts44023,25,111398,8310,6976600,0.015967377,Northeast,Democrat
2020-07-12,Massachusetts,Massachusetts44024,25,111597,8325,6976600,0.015995901,Northeast,Democrat
2020-07-13,Massachusetts,Massachusetts44025,25,111827,8330,6976600,0.016028868,Northeast,Democrat
2020-07-14,Massachusetts,Massachusetts44026,25,112130,8340,6976600,0.016072299,Northeast,Democrat
2020-07-15,Massachusetts,Massachusetts44027,25,112347,8368,6976600,0.016103403,Northeast,Democrat
2020-07-16,Massachusetts,Massachusetts44028,25,112581,8380,6976600,0.016136943,Northeast,Democrat
2020-07-17,Massachusetts,Massachusetts44029,25,112879,8402,6976600,0.016179658,Northeast,Democrat
2020-07-18,Massachusetts,Massachusetts44030,25,113238,8419,6976600,0.016231115,Northeast,Democrat
2020-07-19,Massachusetts,Massachusetts44031,25,113534,8431,6976600,0.016273543,Northeast,Democrat
2020-07-20,Massachusetts,Massachusetts44032,25,113789,8433,6976600,0.016310094,Northeast,Democrat
2020-07-21,Massachusetts,Massachusetts44033,25,114033,8450,6976600,0.016345068,Northeast,Democrat
2020-07-22,Massachusetts,Massachusetts44034,25,114320,8468,6976600,0.016386205,Northeast,Democrat
2020-07-23,Massachusetts,Massachusetts44035,25,114647,8484,6976600,0.016433076,Northeast,Democrat
2020-07-24,Massachusetts,Massachusetts44036,25,114985,8498,6976600,0.016481524,Northeast,Democrat
2020-07-25,Massachusetts,Massachusetts44037,25,115268,8510,6976600,0.016522088,Northeast,Democrat
2020-07-26,Massachusetts,Massachusetts44038,25,115637,8529,6976600,0.016574979,Northeast,Democrat
2020-07-27,Massachusetts,Massachusetts44039,25,115926,8536,6976600,0.016616403,Northeast,Democrat
2020-07-28,Massachusetts,Massachusetts44040,25,116182,8551,6976600,0.016653097,Northeast,Democrat
2020-07-29,Massachusetts,Massachusetts44041,25,116684,8580,6976600,0.016725052,Northeast,Democrat
2020-07-30,Massachusetts,Massachusetts44042,25,117098,8595,6976600,0.016784394,Northeast,Democrat
2020-07-31,Massachusetts,Massachusetts44043,25,117612,8609,6976600,0.016858068,Northeast,Democrat
2020-08-01,Massachusetts,Massachusetts44044,25,118040,8626,6976600,0.016919416,Northeast,Democrat
2020-08-02,Massachusetts,Massachusetts44045,25,118458,8638,6976600,0.016979331,Northeast,Democrat
2020-08-03,Massachusetts,Massachusetts44046,25,118657,8648,6976600,0.017007855,Northeast,Democrat
2020-08-04,Massachusetts,Massachusetts44047,25,119203,8657,6976600,0.017086116,Northeast,Democrat
2020-08-05,Massachusetts,Massachusetts44048,25,119643,8659,6976600,0.017149184,Northeast,Democrat
2020-08-06,Massachusetts,Massachusetts44049,25,119874,8691,6976600,0.017182295,Northeast,Democrat
2020-08-07,Massachusetts,Massachusetts44050,25,120291,8709,6976600,0.017242066,Northeast,Democrat
2020-08-08,Massachusetts,Massachusetts44051,25,120711,8721,6976600,0.017302268,Northeast,Democrat
2020-03-10,Michigan,Michigan43900,26,2,0,10045000,1.99E-07,Midwest,Swing
2020-03-11,Michigan,Michigan43901,26,2,0,10045000,1.99E-07,Midwest,Swing
2020-03-12,Michigan,Michigan43902,26,12,0,10045000,1.19E-06,Midwest,Swing
2020-03-13,Michigan,Michigan43903,26,25,0,10045000,2.49E-06,Midwest,Swing
2020-03-14,Michigan,Michigan43904,26,33,0,10045000,3.29E-06,Midwest,Swing
2020-03-15,Michigan,Michigan43905,26,53,0,10045000,5.28E-06,Midwest,Swing
2020-03-16,Michigan,Michigan43906,26,54,0,10045000,5.38E-06,Midwest,Swing
2020-03-17,Michigan,Michigan43907,26,65,0,10045000,6.47E-06,Midwest,Swing
2020-03-18,Michigan,Michigan43908,26,80,1,10045000,7.96E-06,Midwest,Swing
2020-03-19,Michigan,Michigan43909,26,334,3,10045000,3.33E-05,Midwest,Swing
2020-03-20,Michigan,Michigan43910,26,548,4,10045000,5.46E-05,Midwest,Swing
2020-03-21,Michigan,Michigan43911,26,787,6,10045000,7.83E-05,Midwest,Swing
2020-03-22,Michigan,Michigan43912,26,1033,9,10045000,0.000102837,Midwest,Swing
2020-03-23,Michigan,Michigan43913,26,1324,16,10045000,0.000131807,Midwest,Swing
2020-03-24,Michigan,Michigan43914,26,1791,24,10045000,0.000178298,Midwest,Swing
2020-03-25,Michigan,Michigan43915,26,2293,43,10045000,0.000228273,Midwest,Swing
2020-03-26,Michigan,Michigan43916,26,2877,63,10045000,0.000286411,Midwest,Swing
2020-03-27,Michigan,Michigan43917,26,3655,93,10045000,0.000363863,Midwest,Swing
2020-03-28,Michigan,Michigan43918,26,4634,112,10045000,0.000461324,Midwest,Swing
2020-03-29,Michigan,Michigan43919,26,5486,132,10045000,0.000546142,Midwest,Swing
2020-03-30,Michigan,Michigan43920,26,6508,197,10045000,0.000647885,Midwest,Swing
2020-03-31,Michigan,Michigan43921,26,7629,264,10045000,0.000759482,Midwest,Swing
2020-04-01,Michigan,Michigan43922,26,9292,336,10045000,0.000925037,Midwest,Swing
2020-04-02,Michigan,Michigan43923,26,10791,417,10045000,0.001074266,Midwest,Swing
2020-04-03,Michigan,Michigan43924,26,12669,478,10045000,0.001261224,Midwest,Swing
2020-04-04,Michigan,Michigan43925,26,14225,541,10045000,0.001416127,Midwest,Swing
2020-04-05,Michigan,Michigan43926,26,15633,617,10045000,0.001556297,Midwest,Swing
2020-04-06,Michigan,Michigan43927,26,17129,727,10045000,0.001705226,Midwest,Swing
2020-04-07,Michigan,Michigan43928,26,18851,845,10045000,0.001876655,Midwest,Swing
2020-04-08,Michigan,Michigan43929,26,20220,959,10045000,0.002012942,Midwest,Swing
2020-04-09,Michigan,Michigan43930,26,21375,1076,10045000,0.002127924,Midwest,Swing
2020-04-10,Michigan,Michigan43931,26,22646,1280,10045000,0.002254455,Midwest,Swing
2020-04-11,Michigan,Michigan43932,26,23855,1395,10045000,0.002374813,Midwest,Swing
2020-04-12,Michigan,Michigan43933,26,24496,1488,10045000,0.002438626,Midwest,Swing
2020-04-13,Michigan,Michigan43934,26,25490,1603,10045000,0.002537581,Midwest,Swing
2020-04-14,Michigan,Michigan43935,26,26845,1767,10045000,0.002672474,Midwest,Swing
2020-04-15,Michigan,Michigan43936,26,27894,1920,10045000,0.002776904,Midwest,Swing
2020-04-16,Michigan,Michigan43937,26,29120,2092,10045000,0.002898955,Midwest,Swing
2020-04-17,Michigan,Michigan43938,26,29954,2227,10045000,0.002981981,Midwest,Swing
2020-04-18,Michigan,Michigan43939,26,30718,2307,10045000,0.003058039,Midwest,Swing
2020-04-19,Michigan,Michigan43940,26,31349,2389,10045000,0.003120856,Midwest,Swing
2020-04-20,Michigan,Michigan43941,26,31929,2466,10045000,0.003178596,Midwest,Swing
2020-04-21,Michigan,Michigan43942,26,32936,2698,10045000,0.003278845,Midwest,Swing
2020-04-22,Michigan,Michigan43943,26,33973,2813,10045000,0.003382081,Midwest,Swing
2020-04-23,Michigan,Michigan43944,26,35253,2977,10045000,0.003509507,Midwest,Swing
2020-04-24,Michigan,Michigan43945,26,36628,3084,10045000,0.003646391,Midwest,Swing
2020-04-25,Michigan,Michigan43946,26,37302,3273,10045000,0.003713489,Midwest,Swing
2020-04-26,Michigan,Michigan43947,26,38003,3314,10045000,0.003783275,Midwest,Swing
2020-04-27,Michigan,Michigan43948,26,38457,3406,10045000,0.003828472,Midwest,Swing
2020-04-28,Michigan,Michigan43949,26,39469,3566,10045000,0.003929219,Midwest,Swing
2020-04-29,Michigan,Michigan43950,26,40443,3670,10045000,0.004026182,Midwest,Swing
2020-04-30,Michigan,Michigan43951,26,41348,3788,10045000,0.004116277,Midwest,Swing
2020-05-01,Michigan,Michigan43952,26,42348,3866,10045000,0.004215829,Midwest,Swing
2020-05-02,Michigan,Michigan43953,26,43191,4020,10045000,0.004299751,Midwest,Swing
2020-05-03,Michigan,Michigan43954,26,43803,4049,10045000,0.004360677,Midwest,Swing
2020-05-04,Michigan,Michigan43955,26,43996,4135,10045000,0.00437989,Midwest,Swing
2020-05-05,Michigan,Michigan43956,26,44391,4179,10045000,0.004419214,Midwest,Swing
2020-05-06,Michigan,Michigan43957,26,45079,4250,10045000,0.004487705,Midwest,Swing
2020-05-07,Michigan,Michigan43958,26,45643,4343,10045000,0.004543853,Midwest,Swing
2020-05-08,Michigan,Michigan43959,26,46319,4393,10045000,0.00461115,Midwest,Swing
2020-05-09,Michigan,Michigan43960,26,46735,4526,10045000,0.004652563,Midwest,Swing
2020-05-10,Michigan,Michigan43961,26,47116,4551,10045000,0.004690493,Midwest,Swing
2020-05-11,Michigan,Michigan43962,26,47526,4584,10045000,0.004731309,Midwest,Swing
2020-05-12,Michigan,Michigan43963,26,47946,4674,10045000,0.004773121,Midwest,Swing
2020-05-13,Michigan,Michigan43964,26,48307,4714,10045000,0.004809059,Midwest,Swing
2020-05-14,Michigan,Michigan43965,26,49489,4787,10045000,0.00492673,Midwest,Swing
2020-05-15,Michigan,Michigan43966,26,49982,4825,10045000,0.004975809,Midwest,Swing
2020-05-16,Michigan,Michigan43967,26,50416,4880,10045000,0.005019014,Midwest,Swing
2020-05-17,Michigan,Michigan43968,26,51054,4891,10045000,0.005082529,Midwest,Swing
2020-05-18,Michigan,Michigan43969,26,51853,4915,10045000,0.005162071,Midwest,Swing
2020-05-19,Michigan,Michigan43970,26,52337,5017,10045000,0.005210254,Midwest,Swing
2020-05-20,Michigan,Michigan43971,26,52988,5060,10045000,0.005275062,Midwest,Swing
2020-05-21,Michigan,Michigan43972,26,53468,5129,10045000,0.005322847,Midwest,Swing
2020-05-22,Michigan,Michigan43973,26,53865,5158,10045000,0.005362369,Midwest,Swing
2020-05-23,Michigan,Michigan43974,26,54304,5223,10045000,0.005406073,Midwest,Swing
2020-05-24,Michigan,Michigan43975,26,54616,5228,10045000,0.005437133,Midwest,Swing
2020-05-25,Michigan,Michigan43976,26,54816,5240,10045000,0.005457043,Midwest,Swing
2020-05-26,Michigan,Michigan43977,26,55040,5266,10045000,0.005479343,Midwest,Swing
2020-05-27,Michigan,Michigan43978,26,55544,5334,10045000,0.005529517,Midwest,Swing
2020-05-28,Michigan,Michigan43979,26,55944,5372,10045000,0.005569338,Midwest,Swing
2020-05-29,Michigan,Michigan43980,26,56589,5406,10045000,0.005633549,Midwest,Swing
2020-05-30,Michigan,Michigan43981,26,56848,5463,10045000,0.005659333,Midwest,Swing
2020-05-31,Michigan,Michigan43982,26,57355,5491,10045000,0.005709806,Midwest,Swing
2020-06-01,Michigan,Michigan43983,26,58435,5525,10045000,0.005817322,Midwest,Swing
2020-06-02,Michigan,Michigan43984,26,58680,5562,10045000,0.005841712,Midwest,Swing
2020-06-03,Michigan,Michigan43985,26,58990,5579,10045000,0.005872573,Midwest,Swing
2020-06-04,Michigan,Michigan43986,26,59215,5604,10045000,0.005894973,Midwest,Swing
2020-06-05,Michigan,Michigan43987,26,63744,5854,10045000,0.006345844,Midwest,Swing
2020-06-06,Michigan,Michigan43988,26,64196,5894,10045000,0.006390841,Midwest,Swing
2020-06-07,Michigan,Michigan43989,26,64615,5898,10045000,0.006432554,Midwest,Swing
2020-06-08,Michigan,Michigan43990,26,64911,5916,10045000,0.006462021,Midwest,Swing
2020-06-09,Michigan,Michigan43991,26,65190,5946,10045000,0.006489796,Midwest,Swing
2020-06-10,Michigan,Michigan43992,26,65377,5958,10045000,0.006508412,Midwest,Swing
2020-06-11,Michigan,Michigan43993,26,65627,5985,10045000,0.0065333,Midwest,Swing
2020-06-12,Michigan,Michigan43994,26,65881,5994,10045000,0.006558586,Midwest,Swing
2020-06-13,Michigan,Michigan43995,26,66024,6017,10045000,0.006572822,Midwest,Swing
2020-06-14,Michigan,Michigan43996,26,66246,6020,10045000,0.006594923,Midwest,Swing
2020-06-15,Michigan,Michigan43997,26,66302,6025,10045000,0.006600498,Midwest,Swing
2020-06-16,Michigan,Michigan43998,26,66466,6039,10045000,0.006616824,Midwest,Swing
2020-06-17,Michigan,Michigan43999,26,66694,6041,10045000,0.006639522,Midwest,Swing
2020-06-18,Michigan,Michigan44000,26,66980,6064,10045000,0.006667994,Midwest,Swing
2020-06-19,Michigan,Michigan44001,26,67300,6071,10045000,0.006699851,Midwest,Swing
2020-06-20,Michigan,Michigan44002,26,67721,6091,10045000,0.006741762,Midwest,Swing
2020-06-21,Michigan,Michigan44003,26,67873,6094,10045000,0.006756894,Midwest,Swing
2020-06-22,Michigan,Michigan44004,26,68144,6101,10045000,0.006783873,Midwest,Swing
2020-06-23,Michigan,Michigan44005,26,68373,6113,10045000,0.00680667,Midwest,Swing
2020-06-24,Michigan,Michigan44006,26,68711,6118,10045000,0.006840319,Midwest,Swing
2020-06-25,Michigan,Michigan44007,26,69159,6137,10045000,0.006884918,Midwest,Swing
2020-06-26,Michigan,Michigan44008,26,69473,6138,10045000,0.006916177,Midwest,Swing
2020-06-27,Michigan,Michigan44009,26,69802,6157,10045000,0.00694893,Midwest,Swing
2020-06-28,Michigan,Michigan44010,26,70042,6161,10045000,0.006972822,Midwest,Swing
2020-06-29,Michigan,Michigan44011,26,70356,6165,10045000,0.007004082,Midwest,Swing
2020-06-30,Michigan,Michigan44012,26,70850,6197,10045000,0.00705326,Midwest,Swing
2020-07-01,Michigan,Michigan44013,26,71279,6202,10045000,0.007095968,Midwest,Swing
2020-07-02,Michigan,Michigan44014,26,71853,6216,10045000,0.007153111,Midwest,Swing
2020-07-03,Michigan,Michigan44015,26,72306,6219,10045000,0.007198208,Midwest,Swing
2020-07-04,Michigan,Michigan44016,26,72702,6222,10045000,0.007237631,Midwest,Swing
2020-07-05,Michigan,Michigan44017,26,73027,6222,10045000,0.007269985,Midwest,Swing
2020-07-06,Michigan,Michigan44018,26,73403,6225,10045000,0.007307417,Midwest,Swing
2020-07-07,Michigan,Michigan44019,26,74011,6256,10045000,0.007367944,Midwest,Swing
2020-07-08,Michigan,Michigan44020,26,74660,6266,10045000,0.007432554,Midwest,Swing
2020-07-09,Michigan,Michigan44021,26,75247,6275,10045000,0.007490991,Midwest,Swing
2020-07-10,Michigan,Michigan44022,26,75871,6288,10045000,0.007553111,Midwest,Swing
2020-07-11,Michigan,Michigan44023,26,76499,6316,10045000,0.00761563,Midwest,Swing
2020-07-12,Michigan,Michigan44024,26,76936,6317,10045000,0.007659134,Midwest,Swing
2020-07-13,Michigan,Michigan44025,26,77354,6324,10045000,0.007700747,Midwest,Swing
2020-07-14,Michigan,Michigan44026,26,78045,6330,10045000,0.007769537,Midwest,Swing
2020-07-15,Michigan,Michigan44027,26,79081,6333,10045000,0.007872673,Midwest,Swing
2020-07-16,Michigan,Michigan44028,26,79977,6351,10045000,0.007961872,Midwest,Swing
2020-07-17,Michigan,Michigan44029,26,80752,6358,10045000,0.008039024,Midwest,Swing
2020-07-18,Michigan,Michigan44030,26,81384,6367,10045000,0.008101941,Midwest,Swing
2020-07-19,Michigan,Michigan44031,26,81935,6369,10045000,0.008156794,Midwest,Swing
2020-07-20,Michigan,Michigan44032,26,82486,6377,10045000,0.008211648,Midwest,Swing
2020-07-21,Michigan,Michigan44033,26,83184,6385,10045000,0.008281135,Midwest,Swing
2020-07-22,Michigan,Michigan44034,26,83891,6391,10045000,0.008351518,Midwest,Swing
2020-07-23,Michigan,Michigan44035,26,84585,6397,10045000,0.008420607,Midwest,Swing
2020-07-24,Michigan,Michigan44036,26,85238,6402,10045000,0.008485615,Midwest,Swing
2020-07-25,Michigan,Michigan44037,26,85665,6402,10045000,0.008528123,Midwest,Swing
2020-07-26,Michigan,Michigan44038,26,86750,6402,10045000,0.008636137,Midwest,Swing
2020-07-27,Michigan,Michigan44039,26,87329,6407,10045000,0.008693778,Midwest,Swing
2020-07-28,Michigan,Michigan44040,26,88025,6426,10045000,0.008763066,Midwest,Swing
2020-07-29,Michigan,Michigan44041,26,89026,6426,10045000,0.008862718,Midwest,Swing
2020-07-30,Michigan,Michigan44042,26,89926,6446,10045000,0.008952315,Midwest,Swing
2020-07-31,Michigan,Michigan44043,26,90752,6453,10045000,0.009034545,Midwest,Swing
2020-08-01,Michigan,Michigan44044,26,91450,6460,10045000,0.009104032,Midwest,Swing
2020-08-02,Michigan,Michigan44045,26,91857,6460,10045000,0.00914455,Midwest,Swing
2020-08-03,Michigan,Michigan44046,26,92503,6470,10045000,0.00920886,Midwest,Swing
2020-08-04,Michigan,Michigan44047,26,93293,6474,10045000,0.009287506,Midwest,Swing
2020-08-05,Michigan,Michigan44048,26,94045,6480,10045000,0.009362369,Midwest,Swing
2020-08-06,Michigan,Michigan44049,26,94819,6508,10045000,0.009439423,Midwest,Swing
2020-08-07,Michigan,Michigan44050,26,95632,6527,10045000,0.009520358,Midwest,Swing
2020-08-08,Michigan,Michigan44051,26,96328,6521,10045000,0.009589647,Midwest,Swing
2020-03-06,Minnesota,Minnesota43896,27,1,0,5700670,1.75E-07,Midwest,Swing
2020-03-07,Minnesota,Minnesota43897,27,1,0,5700670,1.75E-07,Midwest,Swing
2020-03-08,Minnesota,Minnesota43898,27,2,0,5700670,3.51E-07,Midwest,Swing
2020-03-09,Minnesota,Minnesota43899,27,2,0,5700670,3.51E-07,Midwest,Swing
2020-03-10,Minnesota,Minnesota43900,27,3,0,5700670,5.26E-07,Midwest,Swing
2020-03-11,Minnesota,Minnesota43901,27,5,0,5700670,8.77E-07,Midwest,Swing
2020-03-12,Minnesota,Minnesota43902,27,9,0,5700670,1.58E-06,Midwest,Swing
2020-03-13,Minnesota,Minnesota43903,27,14,0,5700670,2.46E-06,Midwest,Swing
2020-03-14,Minnesota,Minnesota43904,27,21,0,5700670,3.68E-06,Midwest,Swing
2020-03-15,Minnesota,Minnesota43905,27,35,0,5700670,6.14E-06,Midwest,Swing
2020-03-16,Minnesota,Minnesota43906,27,54,0,5700670,9.47E-06,Midwest,Swing
2020-03-17,Minnesota,Minnesota43907,27,60,0,5700670,1.05E-05,Midwest,Swing
2020-03-18,Minnesota,Minnesota43908,27,77,0,5700670,1.35E-05,Midwest,Swing
2020-03-19,Minnesota,Minnesota43909,27,89,0,5700670,1.56E-05,Midwest,Swing
2020-03-20,Minnesota,Minnesota43910,27,115,0,5700670,2.02E-05,Midwest,Swing
2020-03-21,Minnesota,Minnesota43911,27,138,1,5700670,2.42E-05,Midwest,Swing
2020-03-22,Minnesota,Minnesota43912,27,171,1,5700670,3.00E-05,Midwest,Swing
2020-03-23,Minnesota,Minnesota43913,27,235,1,5700670,4.12E-05,Midwest,Swing
2020-03-24,Minnesota,Minnesota43914,27,264,1,5700670,4.63E-05,Midwest,Swing
2020-03-25,Minnesota,Minnesota43915,27,289,1,5700670,5.07E-05,Midwest,Swing
2020-03-26,Minnesota,Minnesota43916,27,346,2,5700670,6.07E-05,Midwest,Swing
2020-03-27,Minnesota,Minnesota43917,27,398,4,5700670,6.98E-05,Midwest,Swing
2020-03-28,Minnesota,Minnesota43918,27,442,5,5700670,7.75E-05,Midwest,Swing
2020-03-29,Minnesota,Minnesota43919,27,504,9,5700670,8.84E-05,Midwest,Swing
2020-03-30,Minnesota,Minnesota43920,27,576,10,5700670,0.000101041,Midwest,Swing
2020-03-31,Minnesota,Minnesota43921,27,629,12,5700670,0.000110338,Midwest,Swing
2020-04-01,Minnesota,Minnesota43922,27,689,17,5700670,0.000120863,Midwest,Swing
2020-04-02,Minnesota,Minnesota43923,27,742,18,5700670,0.00013016,Midwest,Swing
2020-04-03,Minnesota,Minnesota43924,27,789,22,5700670,0.000138405,Midwest,Swing
2020-04-04,Minnesota,Minnesota43925,27,865,24,5700670,0.000151737,Midwest,Swing
2020-04-05,Minnesota,Minnesota43926,27,935,29,5700670,0.000164016,Midwest,Swing
2020-04-06,Minnesota,Minnesota43927,27,986,30,5700670,0.000172962,Midwest,Swing
2020-04-07,Minnesota,Minnesota43928,27,1069,34,5700670,0.000187522,Midwest,Swing
2020-04-08,Minnesota,Minnesota43929,27,1154,39,5700670,0.000202432,Midwest,Swing
2020-04-09,Minnesota,Minnesota43930,27,1242,50,5700670,0.000217869,Midwest,Swing
2020-04-10,Minnesota,Minnesota43931,27,1335,57,5700670,0.000234183,Midwest,Swing
2020-04-11,Minnesota,Minnesota43932,27,1427,64,5700670,0.000250321,Midwest,Swing
2020-04-12,Minnesota,Minnesota43933,27,1621,70,5700670,0.000284353,Midwest,Swing
2020-04-13,Minnesota,Minnesota43934,27,1650,70,5700670,0.00028944,Midwest,Swing
2020-04-14,Minnesota,Minnesota43935,27,1695,79,5700670,0.000297333,Midwest,Swing
2020-04-15,Minnesota,Minnesota43936,27,1809,87,5700670,0.000317331,Midwest,Swing
2020-04-16,Minnesota,Minnesota43937,27,1912,94,5700670,0.000335399,Midwest,Swing
2020-04-17,Minnesota,Minnesota43938,27,2071,111,5700670,0.000363291,Midwest,Swing
2020-04-18,Minnesota,Minnesota43939,27,2213,121,5700670,0.0003882,Midwest,Swing
2020-04-19,Minnesota,Minnesota43940,27,2356,134,5700670,0.000413285,Midwest,Swing
2020-04-20,Minnesota,Minnesota43941,27,2470,143,5700670,0.000433282,Midwest,Swing
2020-04-21,Minnesota,Minnesota43942,27,2567,160,5700670,0.000450298,Midwest,Swing
2020-04-22,Minnesota,Minnesota43943,27,2721,179,5700670,0.000477312,Midwest,Swing
2020-04-23,Minnesota,Minnesota43944,27,2942,200,5700670,0.00051608,Midwest,Swing
2020-04-24,Minnesota,Minnesota43945,27,3185,221,5700670,0.000558706,Midwest,Swing
2020-04-25,Minnesota,Minnesota43946,27,3446,244,5700670,0.00060449,Midwest,Swing
2020-04-26,Minnesota,Minnesota43947,27,3602,272,5700670,0.000631856,Midwest,Swing
2020-04-27,Minnesota,Minnesota43948,27,3816,286,5700670,0.000669395,Midwest,Swing
2020-04-28,Minnesota,Minnesota43949,27,4181,301,5700670,0.000733423,Midwest,Swing
2020-04-29,Minnesota,Minnesota43950,27,4644,319,5700670,0.000814641,Midwest,Swing
2020-04-30,Minnesota,Minnesota43951,27,5136,343,5700670,0.000900947,Midwest,Swing
2020-05-01,Minnesota,Minnesota43952,27,5730,371,5700670,0.001005145,Midwest,Swing
2020-05-02,Minnesota,Minnesota43953,27,6228,395,5700670,0.001092503,Midwest,Swing
2020-05-03,Minnesota,Minnesota43954,27,6663,419,5700670,0.00116881,Midwest,Swing
