date,state,State Date,fips,cases,deaths,population,CaseCapita,Pact,Color
2020-03-13,Alabama,Alabama43903,1,6,0,4908620,1.22E-06,NA,Republican
2020-03-14,Alabama,Alabama43904,1,12,0,4908620,2.44E-06,NA,Republican
2020-03-15,Alabama,Alabama43905,1,23,0,4908620,4.69E-06,NA,Republican
2020-03-16,Alabama,Alabama43906,1,29,0,4908620,5.91E-06,NA,Republican
2020-03-17,Alabama,Alabama43907,1,39,0,4908620,7.95E-06,NA,Republican
2020-03-18,Alabama,Alabama43908,1,51,0,4908620,1.04E-05,NA,Republican
2020-03-19,Alabama,Alabama43909,1,78,0,4908620,1.59E-05,NA,Republican
2020-03-20,Alabama,Alabama43910,1,106,0,4908620,2.16E-05,NA,Republican
2020-03-21,Alabama,Alabama43911,1,131,0,4908620,2.67E-05,NA,Republican
2020-03-22,Alabama,Alabama43912,1,157,0,4908620,3.20E-05,NA,Republican
2020-03-23,Alabama,Alabama43913,1,196,0,4908620,3.99E-05,NA,Republican
2020-03-24,Alabama,Alabama43914,1,242,0,4908620,4.93E-05,NA,Republican
2020-03-25,Alabama,Alabama43915,1,386,1,4908620,7.86E-05,NA,Republican
2020-03-26,Alabama,Alabama43916,1,538,3,4908620,0.000109603,NA,Republican
2020-03-27,Alabama,Alabama43917,1,639,4,4908620,0.000130179,NA,Republican
2020-03-28,Alabama,Alabama43918,1,720,4,4908620,0.000146681,NA,Republican
2020-03-29,Alabama,Alabama43919,1,830,5,4908620,0.00016909,NA,Republican
2020-03-30,Alabama,Alabama43920,1,947,11,4908620,0.000192926,NA,Republican
2020-03-31,Alabama,Alabama43921,1,999,14,4908620,0.00020352,NA,Republican
2020-04-01,Alabama,Alabama43922,1,1108,28,4908620,0.000225725,NA,Republican
2020-04-02,Alabama,Alabama43923,1,1270,32,4908620,0.000258729,NA,Republican
2020-04-03,Alabama,Alabama43924,1,1535,38,4908620,0.000312715,NA,Republican
2020-04-04,Alabama,Alabama43925,1,1632,44,4908620,0.000332476,NA,Republican
2020-04-05,Alabama,Alabama43926,1,1840,45,4908620,0.000374851,NA,Republican
2020-04-06,Alabama,Alabama43927,1,2005,53,4908620,0.000408465,NA,Republican
2020-04-07,Alabama,Alabama43928,1,2197,64,4908620,0.00044758,NA,Republican
2020-04-08,Alabama,Alabama43929,1,2498,67,4908620,0.000508901,NA,Republican
2020-04-09,Alabama,Alabama43930,1,2838,78,4908620,0.000578167,NA,Republican
2020-04-10,Alabama,Alabama43931,1,3008,80,4908620,0.0006128,NA,Republican
2020-04-11,Alabama,Alabama43932,1,3262,93,4908620,0.000664545,NA,Republican
2020-04-12,Alabama,Alabama43933,1,3583,93,4908620,0.00072994,NA,Republican
2020-04-13,Alabama,Alabama43934,1,3805,104,4908620,0.000775167,NA,Republican
2020-04-14,Alabama,Alabama43935,1,3953,114,4908620,0.000805318,NA,Republican
2020-04-15,Alabama,Alabama43936,1,4241,123,4908620,0.00086399,NA,Republican
2020-04-16,Alabama,Alabama43937,1,4404,137,4908620,0.000897197,NA,Republican
2020-04-17,Alabama,Alabama43938,1,4572,151,4908620,0.000931423,NA,Republican
2020-04-18,Alabama,Alabama43939,1,4723,147,4908620,0.000962185,NA,Republican
2020-04-19,Alabama,Alabama43940,1,4903,160,4908620,0.000998855,NA,Republican
2020-04-20,Alabama,Alabama43941,1,5078,164,4908620,0.001034507,NA,Republican
2020-04-21,Alabama,Alabama43942,1,5327,186,4908620,0.001085234,NA,Republican
2020-04-22,Alabama,Alabama43943,1,5610,201,4908620,0.001142887,NA,Republican
2020-04-23,Alabama,Alabama43944,1,5832,197,4908620,0.001188114,NA,Republican
2020-04-24,Alabama,Alabama43945,1,6026,209,4908620,0.001227636,NA,Republican
2020-04-25,Alabama,Alabama43946,1,6213,213,4908620,0.001265733,NA,Republican
2020-04-26,Alabama,Alabama43947,1,6421,219,4908620,0.001308107,NA,Republican
2020-04-27,Alabama,Alabama43948,1,6539,228,4908620,0.001332146,NA,Republican
2020-04-28,Alabama,Alabama43949,1,6750,242,4908620,0.001375132,NA,Republican
2020-04-29,Alabama,Alabama43950,1,6925,262,4908620,0.001410783,NA,Republican
2020-04-30,Alabama,Alabama43951,1,7068,272,4908620,0.001439916,NA,Republican
2020-05-01,Alabama,Alabama43952,1,7294,289,4908620,0.001485957,NA,Republican
2020-05-02,Alabama,Alabama43953,1,7611,288,4908620,0.001550538,NA,Republican
2020-05-03,Alabama,Alabama43954,1,7888,290,4908620,0.001606969,NA,Republican
2020-05-04,Alabama,Alabama43955,1,8112,298,4908620,0.001652603,NA,Republican
2020-05-05,Alabama,Alabama43956,1,8437,315,4908620,0.001718813,NA,Republican
2020-05-06,Alabama,Alabama43957,1,8691,343,4908620,0.001770559,NA,Republican
2020-05-07,Alabama,Alabama43958,1,9046,369,4908620,0.00184288,NA,Republican
2020-05-08,Alabama,Alabama43959,1,9385,383,4908620,0.001911943,NA,Republican
2020-05-09,Alabama,Alabama43960,1,9668,390,4908620,0.001969596,NA,Republican
2020-05-10,Alabama,Alabama43961,1,9889,393,4908620,0.002014619,NA,Republican
2020-05-11,Alabama,Alabama43962,1,10164,403,4908620,0.002070643,NA,Republican
2020-05-12,Alabama,Alabama43963,1,10464,435,4908620,0.00213176,NA,Republican
2020-05-13,Alabama,Alabama43964,1,10700,450,4908620,0.002179839,NA,Republican
2020-05-14,Alabama,Alabama43965,1,11101,473,4908620,0.002261532,NA,Republican
2020-05-15,Alabama,Alabama43966,1,11373,483,4908620,0.002316944,NA,Republican
2020-05-16,Alabama,Alabama43967,1,11674,485,4908620,0.002378265,NA,Republican
2020-05-17,Alabama,Alabama43968,1,11771,488,4908620,0.002398026,NA,Republican
2020-05-18,Alabama,Alabama43969,1,12086,489,4908620,0.002462199,NA,Republican
2020-05-19,Alabama,Alabama43970,1,12376,504,4908620,0.002521279,NA,Republican
2020-05-20,Alabama,Alabama43971,1,13052,522,4908620,0.002658996,NA,Republican
2020-05-21,Alabama,Alabama43972,1,13414,529,4908620,0.002732744,NA,Republican
2020-05-22,Alabama,Alabama43973,1,13670,541,4908620,0.002784897,NA,Republican
2020-05-23,Alabama,Alabama43974,1,14149,549,4908620,0.00288248,NA,Republican
2020-05-24,Alabama,Alabama43975,1,14478,551,4908620,0.002949505,NA,Republican
2020-05-25,Alabama,Alabama43976,1,14986,566,4908620,0.003052997,NA,Republican
2020-05-26,Alabama,Alabama43977,1,15650,580,4908620,0.003188269,NA,Republican
2020-05-27,Alabama,Alabama43978,1,16032,583,4908620,0.003266091,NA,Republican
2020-05-28,Alabama,Alabama43979,1,16530,591,4908620,0.003367545,NA,Republican
2020-05-29,Alabama,Alabama43980,1,17031,610,4908620,0.003469611,NA,Republican
2020-05-30,Alabama,Alabama43981,1,17359,618,4908620,0.003536432,NA,Republican
2020-05-31,Alabama,Alabama43982,1,17952,630,4908620,0.00365724,NA,Republican
2020-06-01,Alabama,Alabama43983,1,18534,646,4908620,0.003775807,NA,Republican
2020-06-02,Alabama,Alabama43984,1,18771,653,4908620,0.003824089,NA,Republican
2020-06-03,Alabama,Alabama43985,1,18851,653,4908620,0.003840387,NA,Republican
2020-06-04,Alabama,Alabama43986,1,19072,653,4908620,0.00388541,NA,Republican
2020-06-05,Alabama,Alabama43987,1,19387,676,4908620,0.003949583,NA,Republican
2020-06-06,Alabama,Alabama43988,1,20043,689,4908620,0.004083225,NA,Republican
2020-06-07,Alabama,Alabama43989,1,20500,692,4908620,0.004176327,NA,Republican
2020-06-08,Alabama,Alabama43990,1,20925,718,4908620,0.004262909,NA,Republican
2020-06-09,Alabama,Alabama43991,1,21422,729,4908620,0.004364159,NA,Republican
2020-06-10,Alabama,Alabama43992,1,21989,744,4908620,0.00447967,NA,Republican
2020-06-11,Alabama,Alabama43993,1,22845,755,4908620,0.004654058,NA,Republican
2020-06-12,Alabama,Alabama43994,1,23710,769,4908620,0.004830278,NA,Republican
2020-06-13,Alabama,Alabama43995,1,24601,773,4908620,0.005011796,NA,Republican
2020-06-14,Alabama,Alabama43996,1,25615,773,4908620,0.005218371,NA,Republican
2020-06-15,Alabama,Alabama43997,1,26272,774,4908620,0.005352217,NA,Republican
2020-06-16,Alabama,Alabama43998,1,26912,785,4908620,0.0054826,NA,Republican
2020-06-17,Alabama,Alabama43999,1,27312,790,4908620,0.005564089,NA,Republican
2020-06-18,Alabama,Alabama44000,1,28206,810,4908620,0.005746218,NA,Republican
2020-06-19,Alabama,Alabama44001,1,29002,822,4908620,0.005908382,NA,Republican
2020-06-20,Alabama,Alabama44002,1,29549,838,4908620,0.006019818,NA,Republican
2020-06-21,Alabama,Alabama44003,1,30021,839,4908620,0.006115976,NA,Republican
2020-06-22,Alabama,Alabama44004,1,30454,841,4908620,0.006204188,NA,Republican
2020-06-23,Alabama,Alabama44005,1,31097,864,4908620,0.006335182,NA,Republican
2020-06-24,Alabama,Alabama44006,1,32064,891,4908620,0.006532182,NA,Republican
2020-06-25,Alabama,Alabama44007,1,33206,896,4908620,0.006764834,NA,Republican
2020-06-26,Alabama,Alabama44008,1,34183,907,4908620,0.006963872,NA,Republican
2020-06-27,Alabama,Alabama44009,1,35083,919,4908620,0.007147223,NA,Republican
2020-06-28,Alabama,Alabama44010,1,35441,919,4908620,0.007220156,NA,Republican
2020-06-29,Alabama,Alabama44011,1,37175,929,4908620,0.007573412,NA,Republican
2020-06-30,Alabama,Alabama44012,1,38045,950,4908620,0.007750651,NA,Republican
2020-07-01,Alabama,Alabama44013,1,38962,972,4908620,0.007937465,NA,Republican
2020-07-02,Alabama,Alabama44014,1,40111,985,4908620,0.008171543,NA,Republican
2020-07-03,Alabama,Alabama44015,1,41865,1006,4908620,0.008528874,NA,Republican
2020-07-04,Alabama,Alabama44016,1,42862,1007,4908620,0.008731986,NA,Republican
2020-07-05,Alabama,Alabama44017,1,43953,1007,4908620,0.008954248,NA,Republican
2020-07-06,Alabama,Alabama44018,1,44878,1007,4908620,0.009142692,NA,Republican
2020-07-07,Alabama,Alabama44019,1,45785,1033,4908620,0.009327469,NA,Republican
2020-07-08,Alabama,Alabama44020,1,46962,1058,4908620,0.009567251,NA,Republican
2020-07-09,Alabama,Alabama44021,1,49174,1068,4908620,0.010017887,NA,Republican
2020-07-10,Alabama,Alabama44022,1,50508,1104,4908620,0.010289654,NA,Republican
2020-07-11,Alabama,Alabama44023,1,51947,1114,4908620,0.010582811,NA,Republican
2020-07-12,Alabama,Alabama44024,1,53587,1121,4908620,0.010916918,NA,Republican
2020-07-13,Alabama,Alabama44025,1,55545,1124,4908620,0.011315808,NA,Republican
2020-07-14,Alabama,Alabama44026,1,57255,1164,4908620,0.011664174,NA,Republican
2020-07-15,Alabama,Alabama44027,1,59067,1211,4908620,0.012033321,NA,Republican
2020-07-16,Alabama,Alabama44028,1,61088,1230,4908620,0.012445046,NA,Republican
2020-07-17,Alabama,Alabama44029,1,63091,1265,4908620,0.012853103,NA,Republican
2020-07-18,Alabama,Alabama44030,1,65234,1286,4908620,0.013289682,NA,Republican
2020-07-19,Alabama,Alabama44031,1,67011,1287,4908620,0.013651698,NA,Republican
2020-07-20,Alabama,Alabama44032,1,68891,1291,4908620,0.014034698,NA,Republican
2020-07-21,Alabama,Alabama44033,1,70358,1303,4908620,0.01433356,NA,Republican
2020-07-22,Alabama,Alabama44034,1,71813,1364,4908620,0.014629977,NA,Republican
2020-07-23,Alabama,Alabama44035,1,74212,1397,4908620,0.01511871,NA,Republican
2020-07-24,Alabama,Alabama44036,1,76005,1438,4908620,0.015483985,NA,Republican
2020-07-25,Alabama,Alabama44037,1,78130,1456,4908620,0.015916897,NA,Republican
2020-07-26,Alabama,Alabama44038,1,79294,1473,4908620,0.016154031,NA,Republican
2020-07-27,Alabama,Alabama44039,1,81115,1491,4908620,0.016525011,NA,Republican
2020-07-28,Alabama,Alabama44040,1,82366,1491,4908620,0.016779869,NA,Republican
2020-07-29,Alabama,Alabama44041,1,83782,1538,4908620,0.017068341,NA,Republican
2020-07-30,Alabama,Alabama44042,1,85762,1565,4908620,0.017471713,NA,Republican
2020-07-31,Alabama,Alabama44043,1,87723,1580,4908620,0.017871214,NA,Republican
2020-08-01,Alabama,Alabama44044,1,89349,1603,4908620,0.018202468,NA,Republican
2020-08-02,Alabama,Alabama44045,1,91444,1627,4908620,0.018629269,NA,Republican
2020-08-03,Alabama,Alabama44046,1,92661,1633,4908620,0.0188772,NA,Republican
2020-08-04,Alabama,Alabama44047,1,93702,1666,4908620,0.019089276,NA,Republican
2020-08-05,Alabama,Alabama44048,1,94654,1695,4908620,0.01928322,NA,Republican
2020-08-06,Alabama,Alabama44049,1,96592,1714,4908620,0.019678036,NA,Republican
2020-08-07,Alabama,Alabama44050,1,98301,1735,4908620,0.020026199,NA,Republican
2020-08-08,Alabama,Alabama44051,1,100173,1755,4908620,0.020407569,NA,Republican
2020-03-12,Alaska,Alaska43902,2,1,0,734002,1.36E-06,NA,Republican
2020-03-13,Alaska,Alaska43903,2,1,0,734002,1.36E-06,NA,Republican
2020-03-14,Alaska,Alaska43904,2,1,0,734002,1.36E-06,NA,Republican
2020-03-15,Alaska,Alaska43905,2,1,0,734002,1.36E-06,NA,Republican
2020-03-16,Alaska,Alaska43906,2,3,0,734002,4.09E-06,NA,Republican
2020-03-17,Alaska,Alaska43907,2,6,0,734002,8.17E-06,NA,Republican
2020-03-18,Alaska,Alaska43908,2,9,0,734002,1.23E-05,NA,Republican
2020-03-19,Alaska,Alaska43909,2,12,0,734002,1.63E-05,NA,Republican
2020-03-20,Alaska,Alaska43910,2,14,0,734002,1.91E-05,NA,Republican
2020-03-21,Alaska,Alaska43911,2,21,0,734002,2.86E-05,NA,Republican
2020-03-22,Alaska,Alaska43912,2,22,0,734002,3.00E-05,NA,Republican
2020-03-23,Alaska,Alaska43913,2,36,0,734002,4.90E-05,NA,Republican
2020-03-24,Alaska,Alaska43914,2,42,0,734002,5.72E-05,NA,Republican
2020-03-25,Alaska,Alaska43915,2,59,0,734002,8.04E-05,NA,Republican
2020-03-26,Alaska,Alaska43916,2,69,0,734002,9.40E-05,NA,Republican
2020-03-27,Alaska,Alaska43917,2,85,1,734002,0.000115803,NA,Republican
2020-03-28,Alaska,Alaska43918,2,102,1,734002,0.000138964,NA,Republican
2020-03-29,Alaska,Alaska43919,2,114,2,734002,0.000155313,NA,Republican
2020-03-30,Alaska,Alaska43920,2,120,2,734002,0.000163487,NA,Republican
2020-03-31,Alaska,Alaska43921,2,133,2,734002,0.000181198,NA,Republican
2020-04-01,Alaska,Alaska43922,2,143,2,734002,0.000194822,NA,Republican
2020-04-02,Alaska,Alaska43923,2,146,2,734002,0.00019891,NA,Republican
2020-04-03,Alaska,Alaska43924,2,156,2,734002,0.000212533,NA,Republican
2020-04-04,Alaska,Alaska43925,2,169,3,734002,0.000230245,NA,Republican
2020-04-05,Alaska,Alaska43926,2,183,4,734002,0.000249318,NA,Republican
2020-04-06,Alaska,Alaska43927,2,189,4,734002,0.000257492,NA,Republican
2020-04-07,Alaska,Alaska43928,2,211,4,734002,0.000287465,NA,Republican
2020-04-08,Alaska,Alaska43929,2,224,5,734002,0.000305176,NA,Republican
2020-04-09,Alaska,Alaska43930,2,233,5,734002,0.000317438,NA,Republican
2020-04-10,Alaska,Alaska43931,2,244,5,734002,0.000332424,NA,Republican
2020-04-11,Alaska,Alaska43932,2,255,6,734002,0.00034741,NA,Republican
2020-04-12,Alaska,Alaska43933,2,270,6,734002,0.000367846,NA,Republican
2020-04-13,Alaska,Alaska43934,2,275,6,734002,0.000374658,NA,Republican
2020-04-14,Alaska,Alaska43935,2,283,7,734002,0.000385558,NA,Republican
2020-04-15,Alaska,Alaska43936,2,291,7,734002,0.000396457,NA,Republican
2020-04-16,Alaska,Alaska43937,2,298,7,734002,0.000405993,NA,Republican
2020-04-17,Alaska,Alaska43938,2,307,7,734002,0.000418255,NA,Republican
2020-04-18,Alaska,Alaska43939,2,312,7,734002,0.000425067,NA,Republican
2020-04-19,Alaska,Alaska43940,2,317,7,734002,0.000431879,NA,Republican
2020-04-20,Alaska,Alaska43941,2,319,7,734002,0.000434604,NA,Republican
2020-04-21,Alaska,Alaska43942,2,327,7,734002,0.000445503,NA,Republican
2020-04-22,Alaska,Alaska43943,2,333,7,734002,0.000453677,NA,Republican
2020-04-23,Alaska,Alaska43944,2,335,7,734002,0.000456402,NA,Republican
2020-04-24,Alaska,Alaska43945,2,337,7,734002,0.000459127,NA,Republican
2020-04-25,Alaska,Alaska43946,2,337,7,734002,0.000459127,NA,Republican
2020-04-26,Alaska,Alaska43947,2,339,7,734002,0.000461852,NA,Republican
2020-04-27,Alaska,Alaska43948,2,343,7,734002,0.000467301,NA,Republican
2020-04-28,Alaska,Alaska43949,2,349,7,734002,0.000475476,NA,Republican
2020-04-29,Alaska,Alaska43950,2,353,7,734002,0.000480925,NA,Republican
2020-04-30,Alaska,Alaska43951,2,353,7,734002,0.000480925,NA,Republican
2020-05-01,Alaska,Alaska43952,2,362,7,734002,0.000493187,NA,Republican
2020-05-02,Alaska,Alaska43953,2,363,7,734002,0.000494549,NA,Republican
2020-05-03,Alaska,Alaska43954,2,366,7,734002,0.000498636,NA,Republican
2020-05-04,Alaska,Alaska43955,2,368,7,734002,0.000501361,NA,Republican
2020-05-05,Alaska,Alaska43956,2,369,7,734002,0.000502723,NA,Republican
2020-05-06,Alaska,Alaska43957,2,370,8,734002,0.000504086,NA,Republican
2020-05-07,Alaska,Alaska43958,2,373,8,734002,0.000508173,NA,Republican
2020-05-08,Alaska,Alaska43959,2,376,8,734002,0.00051226,NA,Republican
2020-05-09,Alaska,Alaska43960,2,377,8,734002,0.000513623,NA,Republican
2020-05-10,Alaska,Alaska43961,2,378,8,734002,0.000514985,NA,Republican
2020-05-11,Alaska,Alaska43962,2,380,8,734002,0.00051771,NA,Republican
2020-05-12,Alaska,Alaska43963,2,383,8,734002,0.000521797,NA,Republican
2020-05-13,Alaska,Alaska43964,2,383,8,734002,0.000521797,NA,Republican
2020-05-14,Alaska,Alaska43965,2,387,8,734002,0.000527247,NA,Republican
2020-05-15,Alaska,Alaska43966,2,388,8,734002,0.000528609,NA,Republican
2020-05-16,Alaska,Alaska43967,2,392,8,734002,0.000534058,NA,Republican
2020-05-17,Alaska,Alaska43968,2,396,8,734002,0.000539508,NA,Republican
2020-05-18,Alaska,Alaska43969,2,399,8,734002,0.000543595,NA,Republican
2020-05-19,Alaska,Alaska43970,2,399,8,734002,0.000543595,NA,Republican
2020-05-20,Alaska,Alaska43971,2,402,8,734002,0.000547682,NA,Republican
2020-05-21,Alaska,Alaska43972,2,402,8,734002,0.000547682,NA,Republican
2020-05-22,Alaska,Alaska43973,2,404,8,734002,0.000550407,NA,Republican
2020-05-23,Alaska,Alaska43974,2,409,8,734002,0.000557219,NA,Republican
2020-05-24,Alaska,Alaska43975,2,409,8,734002,0.000557219,NA,Republican
2020-05-25,Alaska,Alaska43976,2,412,8,734002,0.000561306,NA,Republican
2020-05-26,Alaska,Alaska43977,2,416,8,734002,0.000566756,NA,Republican
2020-05-27,Alaska,Alaska43978,2,417,8,734002,0.000568118,NA,Republican
2020-05-28,Alaska,Alaska43979,2,430,8,734002,0.000585829,NA,Republican
2020-05-29,Alaska,Alaska43980,2,436,8,734002,0.000594004,NA,Republican
2020-05-30,Alaska,Alaska43981,2,441,8,734002,0.000600816,NA,Republican
2020-05-31,Alaska,Alaska43982,2,469,8,734002,0.000638963,NA,Republican
2020-06-01,Alaska,Alaska43983,2,476,8,734002,0.0006485,NA,Republican
2020-06-02,Alaska,Alaska43984,2,497,8,734002,0.00067711,NA,Republican
2020-06-03,Alaska,Alaska43985,2,516,8,734002,0.000702995,NA,Republican
2020-06-04,Alaska,Alaska43986,2,542,8,734002,0.000738418,NA,Republican
2020-06-05,Alaska,Alaska43987,2,565,8,734002,0.000769753,NA,Republican
2020-06-06,Alaska,Alaska43988,2,579,8,734002,0.000788826,NA,Republican
2020-06-07,Alaska,Alaska43989,2,588,8,734002,0.000801088,NA,Republican
2020-06-08,Alaska,Alaska43990,2,607,8,734002,0.000826973,NA,Republican
2020-06-09,Alaska,Alaska43991,2,620,9,734002,0.000844684,NA,Republican
2020-06-10,Alaska,Alaska43992,2,642,9,734002,0.000874657,NA,Republican
2020-06-11,Alaska,Alaska43993,2,666,9,734002,0.000907354,NA,Republican
2020-06-12,Alaska,Alaska43994,2,688,10,734002,0.000937327,NA,Republican
2020-06-13,Alaska,Alaska43995,2,722,10,734002,0.000983649,NA,Republican
2020-06-14,Alaska,Alaska43996,2,734,10,734002,0.000999997,NA,Republican
2020-06-15,Alaska,Alaska43997,2,738,10,734002,0.001005447,NA,Republican
2020-06-16,Alaska,Alaska43998,2,751,10,734002,0.001023158,NA,Republican
2020-06-17,Alaska,Alaska43999,2,776,10,734002,0.001057218,NA,Republican
2020-06-18,Alaska,Alaska44000,2,795,10,734002,0.001083103,NA,Republican
2020-06-19,Alaska,Alaska44001,2,821,10,734002,0.001118526,NA,Republican
2020-06-20,Alaska,Alaska44002,2,845,10,734002,0.001151223,NA,Republican
2020-06-21,Alaska,Alaska44003,2,859,10,734002,0.001170297,NA,Republican
2020-06-22,Alaska,Alaska44004,2,869,10,734002,0.00118392,NA,Republican
2020-06-23,Alaska,Alaska44005,2,905,10,734002,0.001232967,NA,Republican
2020-06-24,Alaska,Alaska44006,2,926,10,734002,0.001261577,NA,Republican
2020-06-25,Alaska,Alaska44007,2,971,10,734002,0.001322885,NA,Republican
2020-06-26,Alaska,Alaska44008,2,1001,12,734002,0.001363757,NA,Republican
2020-06-27,Alaska,Alaska44009,2,1027,12,734002,0.001399179,NA,Republican
2020-06-28,Alaska,Alaska44010,2,1060,12,734002,0.001444138,NA,Republican
2020-06-29,Alaska,Alaska44011,2,1085,12,734002,0.001478198,NA,Republican
2020-06-30,Alaska,Alaska44012,2,1132,12,734002,0.00154223,NA,Republican
2020-07-01,Alaska,Alaska44013,2,1174,12,734002,0.001599451,NA,Republican
2020-07-02,Alaska,Alaska44014,2,1224,12,734002,0.00166757,NA,Republican
2020-07-03,Alaska,Alaska44015,2,1284,13,734002,0.001749314,NA,Republican
2020-07-04,Alaska,Alaska44016,2,1339,14,734002,0.001824246,NA,Republican
2020-07-05,Alaska,Alaska44017,2,1371,14,734002,0.001867842,NA,Republican
2020-07-06,Alaska,Alaska44018,2,1401,14,734002,0.001908714,NA,Republican
2020-07-07,Alaska,Alaska44019,2,1423,15,734002,0.001938687,NA,Republican
2020-07-08,Alaska,Alaska44020,2,1472,15,734002,0.002005444,NA,Republican
2020-07-09,Alaska,Alaska44021,2,1521,15,734002,0.002072201,NA,Republican
2020-07-10,Alaska,Alaska44022,2,1579,15,734002,0.00215122,NA,Republican
2020-07-11,Alaska,Alaska44023,2,1656,15,734002,0.002256125,NA,Republican
2020-07-12,Alaska,Alaska44024,2,1772,15,734002,0.002414162,NA,Republican
2020-07-13,Alaska,Alaska44025,2,1843,15,734002,0.002510892,NA,Republican
2020-07-14,Alaska,Alaska44026,2,1897,15,734002,0.002584462,NA,Republican
2020-07-15,Alaska,Alaska44027,2,1958,15,734002,0.002667568,NA,Republican
2020-07-16,Alaska,Alaska44028,2,2034,15,734002,0.00277111,NA,Republican
2020-07-17,Alaska,Alaska44029,2,2083,15,734002,0.002837867,NA,Republican
2020-07-18,Alaska,Alaska44030,2,2157,16,734002,0.002938684,NA,Republican
2020-07-19,Alaska,Alaska44031,2,2275,16,734002,0.003099447,NA,Republican
2020-07-20,Alaska,Alaska44032,2,2412,16,734002,0.003286095,NA,Republican
2020-07-21,Alaska,Alaska44033,2,2523,16,734002,0.00343732,NA,Republican
2020-07-22,Alaska,Alaska44034,2,2617,17,734002,0.003565385,NA,Republican
2020-07-23,Alaska,Alaska44035,2,2682,17,734002,0.003653941,NA,Republican
2020-07-24,Alaska,Alaska44036,2,2746,17,734002,0.003741134,NA,Republican
2020-07-25,Alaska,Alaska44037,2,2866,18,734002,0.003904622,NA,Republican
2020-07-26,Alaska,Alaska44038,2,3100,18,734002,0.004223422,NA,Republican
2020-07-27,Alaska,Alaska44039,2,3204,19,734002,0.004365111,NA,Republican
2020-07-28,Alaska,Alaska44040,2,3348,20,734002,0.004561295,NA,Republican
2020-07-29,Alaska,Alaska44041,2,3440,20,734002,0.004686636,NA,Republican
2020-07-30,Alaska,Alaska44042,2,3557,21,734002,0.004846036,NA,Republican
2020-07-31,Alaska,Alaska44043,2,3675,21,734002,0.005006798,NA,Republican
2020-08-01,Alaska,Alaska44044,2,3825,22,734002,0.005211157,NA,Republican
2020-08-02,Alaska,Alaska44045,2,3982,22,734002,0.005425053,NA,Republican
2020-08-03,Alaska,Alaska44046,2,4062,23,734002,0.005534045,NA,Republican
2020-08-04,Alaska,Alaska44047,2,4123,23,734002,0.005617151,NA,Republican
2020-08-05,Alaska,Alaska44048,2,4181,23,734002,0.00569617,NA,Republican
2020-08-06,Alaska,Alaska44049,2,4221,23,734002,0.005750666,NA,Republican
2020-08-07,Alaska,Alaska44050,2,4286,23,734002,0.005839221,NA,Republican
2020-08-08,Alaska,Alaska44051,2,4371,24,734002,0.005955025,NA,Republican
2020-01-26,Arizona,Arizona43856,4,1,0,7378490,1.36E-07,NA,Swing
2020-01-27,Arizona,Arizona43857,4,1,0,7378490,1.36E-07,NA,Swing
2020-01-28,Arizona,Arizona43858,4,1,0,7378490,1.36E-07,NA,Swing
2020-01-29,Arizona,Arizona43859,4,1,0,7378490,1.36E-07,NA,Swing
2020-01-30,Arizona,Arizona43860,4,1,0,7378490,1.36E-07,NA,Swing
2020-01-31,Arizona,Arizona43861,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-01,Arizona,Arizona43862,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-02,Arizona,Arizona43863,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-03,Arizona,Arizona43864,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-04,Arizona,Arizona43865,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-05,Arizona,Arizona43866,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-06,Arizona,Arizona43867,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-07,Arizona,Arizona43868,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-08,Arizona,Arizona43869,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-09,Arizona,Arizona43870,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-10,Arizona,Arizona43871,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-11,Arizona,Arizona43872,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-12,Arizona,Arizona43873,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-13,Arizona,Arizona43874,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-14,Arizona,Arizona43875,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-15,Arizona,Arizona43876,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-16,Arizona,Arizona43877,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-17,Arizona,Arizona43878,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-18,Arizona,Arizona43879,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-19,Arizona,Arizona43880,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-20,Arizona,Arizona43881,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-21,Arizona,Arizona43882,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-22,Arizona,Arizona43883,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-23,Arizona,Arizona43884,4,1,0,7378490,1.36E-07,NA,Swing
2020-02-24,Arizona,Arizona43885,4,1,0,7378490,1.36E-07,NA,Swing
